Assembly,Chromosome,Plasmid
GCF_000020705.1,NC_011083.1,NC_011081.1
GCF_000020745.1,NC_011094.1,NC_011092.1
GCF_000020745.1,NC_011094.1,NC_011093.1
GCF_000020865.1,NC_013508.1,NC_013509.1
GCF_000020885.1,NC_011149.1,NC_011148.1
GCF_000020925.1,NC_011205.1,NC_011204.1
GCF_000021005.1,NC_011963.1,NC_011962.1
GCF_000021005.1,NC_011963.1,NC_011960.1
GCF_000021005.1,NC_011958.1,NC_011962.1
GCF_000021005.1,NC_011958.1,NC_011960.1
GCF_000021125.1,NC_011353.1,NC_011350.1
GCF_000021125.1,NC_011353.1,NC_011351.1
GCF_000021165.1,NC_011333.1,NC_011334.1
GCF_000021225.1,NC_011658.1,NC_011654.1
GCF_000021225.1,NC_011658.1,NC_011655.1
GCF_000021225.1,NC_011658.1,NC_011657.1
GCF_000021225.1,NC_011658.1,NC_011656.1
GCF_000021245.2,NC_011586.2,NC_011585.2
GCF_000021305.1,NC_011772.1,NC_011774.1
GCF_000021305.1,NC_011772.1,NC_011775.1
GCF_000021325.1,NC_011365.1,NC_011367.1
GCF_000021345.1,NC_011369.1,NC_011368.1
GCF_000021345.1,NC_011369.1,NC_011366.1
GCF_000021345.1,NC_011369.1,NC_011370.1
GCF_000021345.1,NC_011369.1,NC_011371.1
GCF_000021405.1,NC_011728.1,NC_011724.1
GCF_000021405.1,NC_011728.1,NC_011731.1
GCF_000021405.1,NC_011728.1,NC_011735.1
GCF_000021405.1,NC_011728.1,NC_011720.1
GCF_000021405.1,NC_011728.1,NC_011736.1
GCF_000021405.1,NC_011728.1,NC_011722.1
GCF_000021405.1,NC_011728.1,NC_011782.1
GCF_000021405.1,NC_011728.1,NC_011783.1
GCF_000021405.1,NC_011728.1,NC_011780.1
GCF_000021405.1,NC_011728.1,NC_011779.1
GCF_000021405.1,NC_011728.1,NC_011781.1
GCF_000021405.1,NC_011728.1,NC_011785.1
GCF_000021405.1,NC_011728.1,NC_011778.1
GCF_000021405.1,NC_011728.1,NC_011784.1
GCF_000021445.1,NC_012581.1,NC_012579.1
GCF_000021445.1,NC_012581.1,NC_012577.1
GCF_000021465.1,NC_011498.1,NC_011499.1
GCF_000021525.1,NC_012730.1,NC_012732.1
GCF_000021565.1,NC_012440.1,NC_012439.1
GCF_000021665.1,NC_011663.1,NC_011664.1
GCF_000021665.1,NC_011663.1,NC_011668.1
GCF_000021665.1,NC_011663.1,NC_011665.1
GCF_000021685.1,NC_011959.1,NC_011961.1
GCF_000021765.1,NC_011662.2,NC_011667.1
GCF_000021785.1,NC_011773.1,NC_011771.1
GCF_000021785.1,NC_011773.1,NC_011777.1
GCF_000021785.1,NC_011773.1,NC_011776.1
GCF_000021805.1,NC_011726.1,NC_011721.1
GCF_000021805.1,NC_011726.1,NC_011723.1
GCF_000021805.1,NC_011726.1,NC_011727.1
GCF_000021825.1,NC_011729.1,NC_011738.1
GCF_000021825.1,NC_011729.1,NC_011737.1
GCF_000021825.1,NC_011729.1,NC_011730.1
GCF_000021825.1,NC_011729.1,NC_011732.1
GCF_000021825.1,NC_011729.1,NC_011733.1
GCF_000021825.1,NC_011729.1,NC_011734.1
GCF_000021845.1,NC_011757.1,NC_011758.1
GCF_000021845.1,NC_011757.1,NC_011760.1
GCF_000021865.1,NC_014034.1,NC_014035.1
GCF_000022025.1,NC_011886.1,NC_011879.1
GCF_000022025.1,NC_011886.1,NC_011881.1
GCF_000022085.1,NC_011894.1,NC_011892.1
GCF_000022085.1,NC_011894.1,NC_011887.1
GCF_000022085.1,NC_011894.1,NC_011893.1
GCF_000022085.1,NC_011894.1,NC_011895.1
GCF_000022085.1,NC_011894.1,NC_011888.1
GCF_000022085.1,NC_011894.1,NC_011889.1
GCF_000022085.1,NC_011894.1,NC_011890.1
GCF_000022105.1,NC_012225.1,NC_012226.1
GCF_000022165.1,NC_016856.1,NC_016855.1
GCF_000022225.1,NC_013008.1,NC_013010.1
GCF_000022245.1,NC_017328.1,NC_017319.1
GCF_000022245.1,NC_017328.1,NC_017320.1
GCF_000022245.1,NC_017328.1,NC_017329.1
GCF_000022245.1,NC_017328.1,NC_017321.1
GCF_000022245.1,NC_017328.1,NC_017330.1
GCF_000022325.1,NC_012034.1,NC_012036.1
GCF_000022325.1,NC_012034.1,NC_012037.1
GCF_000022505.1,NC_012472.1,NC_012473.1
GCF_000022605.2,NC_013454.1,NC_015679.1
GCF_000022645.2,NC_012724.2,NC_012723.1
GCF_000022645.2,NC_012724.2,NC_012718.1
GCF_000022645.2,NC_012724.2,NC_012720.2
GCF_000022645.2,NC_012724.2,NC_012725.2
GCF_000022645.2,NC_012721.2,NC_012723.1
GCF_000022645.2,NC_012721.2,NC_012718.1
GCF_000022645.2,NC_012721.2,NC_012720.2
GCF_000022645.2,NC_012721.2,NC_012725.2
GCF_000022685.1,NC_012808.1,NC_012811.1
GCF_000022685.1,NC_012808.1,NC_012807.1
GCF_000022685.1,NC_012808.1,NC_012809.1
GCF_000022685.1,NC_012808.1,NC_012810.1
GCF_000022725.1,NC_012846.1,NC_012847.1
GCF_000022805.1,NC_017154.1,NC_017153.1
GCF_000022805.1,NC_017154.1,NC_017155.1
GCF_000022805.1,NC_017154.1,NC_017156.1
GCF_000022845.1,NC_014029.1,NC_014017.1
GCF_000022845.1,NC_014029.1,NC_014022.1
GCF_000022845.1,NC_014029.1,NC_014027.1
GCF_000022865.1,NC_012659.1,NC_012656.1
GCF_000022865.1,NC_012659.1,NC_012655.1
GCF_000022905.1,NC_012590.1,NC_010813.1
GCF_000023005.1,NC_012633.1,NC_012634.1
GCF_000023185.1,NC_012850.1,NC_012848.1
GCF_000023185.1,NC_012850.1,NC_012858.1
GCF_000023185.1,NC_012850.1,NC_012853.1
GCF_000023185.1,NC_012850.1,NC_012852.1
GCF_000023185.1,NC_012850.1,NC_012854.1
GCF_000023745.1,NC_012969.1,NC_012970.1
GCF_000023745.1,NC_012969.1,NC_012972.1
GCF_000023785.1,NC_012982.1,NC_012983.1
GCF_000024105.1,NC_013171.1,NC_013164.1
GCF_000024145.1,NC_017285.1,NC_017286.1
GCF_000024245.1,NC_013355.1,NC_013356.1
GCF_000024245.1,NC_013355.1,NC_013357.1
GCF_000024245.1,NC_013355.1,NC_013358.1
GCF_000024285.1,NC_013205.1,NC_013206.1
GCF_000024285.1,NC_013205.1,NC_013207.1
GCF_000024285.1,NC_013205.1,NC_013208.1
GCF_000024325.1,NC_013223.1,NC_013224.1
GCF_000024405.1,NC_013517.1,NC_013518.1
GCF_000024405.1,NC_013517.1,NC_013519.1
GCF_000024565.1,NC_013515.1,NC_013516.1
GCF_000024585.1,NC_013450.1,NC_013453.1
GCF_000024585.1,NC_013450.1,NC_013451.1
GCF_000024585.1,NC_013450.1,NC_013452.1
GCF_000024605.1,NC_013385.1,NC_013386.1
GCF_000024725.1,NC_013960.1,NC_013958.1
GCF_000024785.1,NC_013441.1,NC_013442.1
GCF_000024845.1,NC_013501.1,NC_013502.1
GCF_000024865.1,NC_013595.1,NC_013596.1
GCF_000024965.1,NC_013530.1,NC_013531.1
GCF_000025045.1,NC_013656.1,NC_013657.1
GCF_000025165.1,NC_013941.1,NC_013942.1
GCF_000025425.1,NC_017279.1,NC_017284.1
GCF_000025485.1,NC_013851.1,NC_013852.1
GCF_000025485.1,NC_013851.1,NC_013862.1
GCF_000025545.1,NC_013889.1,NC_013930.1
GCF_000025565.1,NC_014121.1,NC_014107.1
GCF_000025565.1,NC_014121.1,NC_014108.1
GCF_000025825.1,NC_014019.1,NC_010008.2
GCF_000025825.1,NC_014019.1,NC_010009.2
GCF_000025825.1,NC_014019.1,NC_010010.2
GCF_000025825.1,NC_014019.1,NC_004604.2
GCF_000025825.1,NC_014019.1,NC_014025.1
GCF_000025825.1,NC_014019.1,NC_014031.1
GCF_000025825.1,NC_014019.1,NC_014023.1
GCF_000025945.1,NC_006138.1,NC_006139.1
GCF_000025945.1,NC_006138.1,NC_006140.1
GCF_000025965.1,NC_006513.1,NC_006823.1
GCF_000025965.1,NC_006513.1,NC_006824.1
GCF_000025985.1,NC_003228.3,NC_006873.1
GCF_000026185.1,NC_010694.1,NC_010695.1
GCF_000026185.1,NC_010694.1,NC_010696.1
GCF_000026185.1,NC_010694.1,NC_010699.1
GCF_000026185.1,NC_010694.1,NC_010693.1
GCF_000026185.1,NC_010694.1,NC_010697.1
GCF_000026225.1,NC_011740.1,NC_011743.1
GCF_000026285.1,NC_011742.1,NC_011747.1
GCF_000026405.1,NC_010471.1,NC_010470.1
GCF_000026405.1,NC_010471.1,NC_010466.1
GCF_000026405.1,NC_010471.1,NC_010467.1
GCF_000026405.1,NC_010471.1,NC_010469.1
GCF_000026445.2,NC_020133.1,NC_011355.1
GCF_000026525.1,NC_013199.1,NC_013200.1
GCF_000026545.1,NC_011601.1,NC_011603.1
GCF_000026545.1,NC_011601.1,NC_011602.1
GCF_000026745.1,NC_012926.1,NC_012923.1
GCF_000027045.1,NC_017331.1,NC_017352.1
GCF_000027045.1,NC_017331.1,NC_017332.1
GCF_000027085.1,NC_013716.1,NC_013717.1
GCF_000027085.1,NC_013716.1,NC_013718.1
GCF_000027085.1,NC_013716.1,NC_013719.1
GCF_000027125.1,NC_017626.1,NC_017627.1
GCF_000027205.1,NC_013971.1,NC_013972.1
GCF_000027205.1,NC_013971.1,NC_013973.1
GCF_000027265.1,NC_012214.1,NC_013954.1
GCF_000027265.1,NC_012214.1,NC_013264.1
GCF_000027265.1,NC_012214.1,NC_013265.1
GCF_000027265.1,NC_012214.1,NC_013263.1
GCF_000047365.1,NC_006155.1,NC_006153.2
GCF_000047365.1,NC_006155.1,NC_006154.1
GCF_000048645.1,NC_006368.1,NC_006365.1
GCF_000048665.1,NC_006369.1,NC_006366.1
GCF_000055945.1,NC_008011.1,NC_008012.1
GCF_000055945.1,NC_008011.1,NC_008013.1
GCF_000055945.1,NC_008011.1,NC_008014.1
GCF_000063485.1,NC_009480.1,NC_009478.1
GCF_000063485.1,NC_009480.1,NC_009479.1
GCF_000063585.1,NC_009495.1,NC_009496.1
GCF_000067045.1,NC_010125.1,NC_010124.1
GCF_000067045.1,NC_010125.1,NC_010123.1
GCF_000069185.1,NC_010397.1,NC_010394.1
GCF_000069225.1,NC_010407.1,NC_010399.1
GCF_000069225.1,NC_010407.1,NC_010408.1
GCF_000069245.1,NC_010410.1,NC_010401.1
GCF_000069245.1,NC_010410.1,NC_010402.1
GCF_000069245.1,NC_010410.1,NC_010404.1
GCF_000069245.1,NC_010410.1,NC_010403.1
GCF_000069965.1,NC_010554.1,NC_010555.1
GCF_000083545.1,NC_012988.1,NC_012987.1
GCF_000083545.1,NC_012988.1,NC_012989.1
GCF_000087965.2,NC_013722.1,NC_017557.1
GCF_000087965.2,NC_013722.1,NC_017556.1
GCF_000087965.2,NC_013722.1,NC_017555.1
GCF_000090405.2,NC_014032.1,NC_014026.1
GCF_000090405.2,NC_014032.1,NC_014028.1
GCF_000090405.2,NC_014032.1,NC_014030.1
GCF_000090405.2,NC_014032.1,NC_014157.1
GCF_000090965.1,NC_008513.1,NC_011878.1
GCF_000091005.1,NC_013361.1,NC_013369.1
GCF_000091005.1,NC_013361.1,NC_013362.1
GCF_000091005.1,NC_013361.1,NC_013363.1
GCF_000091005.1,NC_013361.1,NC_014543.1
GCF_000091125.1,NC_014006.1,NC_014007.1
GCF_000091125.1,NC_014006.1,NC_014005.1
GCF_000091125.1,NC_014006.1,NC_014009.1
GCF_000091125.1,NC_014013.1,NC_014007.1
GCF_000091125.1,NC_014013.1,NC_014005.1
GCF_000091125.1,NC_014013.1,NC_014009.1
GCF_000091405.1,NC_013504.1,NC_013505.1
GCF_000091405.1,NC_013504.1,NC_012552.1
GCF_000091545.1,NC_006461.1,NC_006463.1
GCF_000091545.1,NC_006461.1,NC_006462.1
GCF_000091565.1,NC_013961.1,NC_013957.1
GCF_000091785.1,NC_013861.1,NC_014544.1
GCF_000092025.1,NC_003062.2,NC_003064.2
GCF_000092025.1,NC_003062.2,NC_003065.3
GCF_000092025.1,NC_003063.2,NC_003064.2
GCF_000092025.1,NC_003063.2,NC_003065.3
GCF_000092045.1,NC_007761.1,NC_007762.1
GCF_000092045.1,NC_007761.1,NC_007763.1
GCF_000092045.1,NC_007761.1,NC_007764.1
GCF_000092045.1,NC_007761.1,NC_004041.2
GCF_000092045.1,NC_007761.1,NC_007765.1
GCF_000092045.1,NC_007761.1,NC_007766.1
GCF_000092105.1,NC_014148.1,NC_014149.1
GCF_000092125.1,NC_014212.1,NC_014213.1
GCF_000092125.1,NC_014212.1,NC_014214.1
GCF_000092165.1,NC_014171.1,NC_014172.1
GCF_000092225.1,NC_014158.1,NC_014159.1
GCF_000092485.1,NC_017434.1,NC_017435.1
GCF_000092505.1,NC_014136.1,NC_014135.1
GCF_000092505.1,NC_014136.1,NC_014131.1
GCF_000092505.1,NC_014136.1,NC_014132.1
GCF_000092505.1,NC_014136.1,NC_014133.1
GCF_000092505.1,NC_014136.1,NC_014134.1
GCF_000092525.1,NC_007384.1,NC_009345.1
GCF_000092525.1,NC_007384.1,NC_009346.1
GCF_000092525.1,NC_007384.1,NC_009347.1
GCF_000092525.1,NC_007384.1,NC_007385.1
GCF_000092785.1,NC_014225.1,NC_014226.1
GCF_000092885.1,NC_014117.1,NC_014120.1
GCF_000092885.1,NC_014118.1,NC_014120.1
GCF_000092885.1,NC_014119.1,NC_014120.1
GCF_000093005.1,NC_017436.1,NC_017433.1
GCF_000093065.1,NC_014109.1,NC_013962.1
GCF_000093125.2,NC_013766.2,NC_013767.1
GCF_000093165.1,NC_013418.2,NC_013419.1
GCF_000093185.1,NC_017355.1,NC_017383.1
GCF_000143085.1,NC_014315.1,NC_014316.1
GCF_000143085.1,NC_014315.1,NC_014317.1
GCF_000143435.1,NC_017481.1,NC_017479.1
GCF_000143435.1,NC_017481.1,NC_017480.1
GCF_000143435.1,NC_017481.1,NC_017499.1
GCF_000143605.1,NC_014335.1,NC_014331.1
GCF_000143605.1,NC_014335.1,NC_014332.1
GCF_000143605.1,NC_014335.1,NC_014333.1
GCF_000143885.2,NC_018581.1,NC_018582.1
GCF_000143885.2,NC_018581.1,NC_018580.1
GCF_000143885.2,NC_018581.1,NC_018583.1
GCF_000144955.1,NC_017338.1,NC_017339.1
GCF_000145035.1,NC_014387.1,NC_014390.1
GCF_000145035.1,NC_014387.1,NC_014389.1
GCF_000145035.1,NC_014388.1,NC_014390.1
GCF_000145035.1,NC_014388.1,NC_014389.1
GCF_000145845.2,NZ_CP047260.1,NZ_CP047262.1
GCF_000145845.2,NZ_CP047260.1,NZ_CP047263.1
GCF_000145845.2,NZ_CP047260.1,NZ_CP047264.1
GCF_000145845.2,NZ_CP047260.1,NZ_CP047261.1
GCF_000145945.2,NZ_CP042804.1,NZ_CP042805.1
GCF_000146005.2,NZ_CP031225.1,NZ_CP031226.1
GCF_000146005.2,NZ_CP031225.1,NZ_CP031227.1
GCF_000146005.2,NZ_CP031225.1,NZ_CP031228.1
GCF_000146025.2,NC_020419.1,NC_020420.1
GCF_000146025.2,NC_020419.1,NC_020421.1
GCF_000146025.2,NC_020419.1,NC_020422.1
GCF_000146165.2,NC_004347.2,NC_004349.1
GCF_000146185.1,NC_012778.1,NC_012782.1
GCF_000146185.1,NC_012778.1,NC_012780.1
GCF_000146265.3,NC_013416.2,NC_013438.1
GCF_000146265.3,NC_013416.2,NC_014629.1
GCF_000146305.1,NC_017309.1,NC_017318.1
GCF_000147335.1,NC_014501.1,NC_014533.1
GCF_000147335.1,NC_014501.1,NC_014534.1
GCF_000147335.1,NC_014501.1,NC_014502.1
GCF_000147335.1,NC_014501.1,NC_014503.1
GCF_000147335.1,NC_014501.1,NC_014504.1
GCF_000147335.1,NC_014501.1,NC_014535.1
GCF_000147715.2,NC_017934.1,NC_017935.1
GCF_000147735.2,NC_017571.1,NC_017570.1
GCF_000147735.2,NC_017571.1,NC_017572.1
GCF_000147775.2,NC_017322.1,NC_017324.1
GCF_000147775.2,NC_017322.1,NC_017323.1
GCF_000147795.2,NC_015590.1,NC_015597.1
GCF_000147795.2,NC_015590.1,NC_015592.1
GCF_000147795.2,NC_015596.1,NC_015597.1
GCF_000147795.2,NC_015596.1,NC_015592.1
GCF_000147795.2,NC_015591.1,NC_015597.1
GCF_000147795.2,NC_015591.1,NC_015592.1
GCF_000147815.2,NC_015957.1,NC_015951.1
GCF_000147815.2,NC_015957.1,NC_015952.1
GCF_000147835.2,NC_015593.1,NC_015595.1
GCF_000147835.2,NC_015594.1,NC_015595.1
GCF_000148365.1,NC_017631.1,NC_017629.1
GCF_000148605.1,NC_017632.1,NC_017630.1
GCF_000148815.2,NC_014554.1,NC_014558.2
GCF_000148875.1,NC_014555.1,NC_014556.1
GCF_000148915.1,NC_017359.1,NC_017356.1
GCF_000148935.1,NC_014562.1,NC_014561.1
GCF_000148935.1,NC_014562.1,NC_014563.1
GCF_000148935.1,NC_014562.1,NC_014258.1
GCF_000154745.2,NC_018286.1,NC_018421.1
GCF_000154745.2,NC_018286.1,NC_018422.1
GCF_000154745.2,NC_018286.1,NC_018423.1
GCF_000154765.2,NC_018290.1,NC_018291.1
GCF_000154765.2,NC_018290.1,NC_018288.1
GCF_000154765.2,NC_018290.1,NC_018287.1
GCF_000154785.2,NC_015730.1,NC_015729.1
GCF_000154785.2,NC_015730.1,NC_015728.1
GCF_000154785.2,NC_015730.1,NC_015741.1
GCF_000155515.2,NC_022112.1,NC_022114.1
GCF_000155515.2,NC_022112.1,NC_022123.1
GCF_000155675.2,NC_020911.1,NC_020907.1
GCF_000155735.2,NC_020908.1,NC_020909.1
GCF_000155735.2,NC_020908.1,NC_020910.1
GCF_000156855.2,NC_022240.1,NC_022243.1
GCF_000156995.2,NZ_CP046035.1,NZ_CP046036.1
GCF_000157895.3,NC_022663.1,NC_022654.1
GCF_000158275.2,NZ_CP007062.1,NZ_CP007063.1
GCF_000159455.2,NC_015697.1,NC_015699.1
GCF_000159455.2,NC_015697.1,NC_015700.1
GCF_000159455.2,NC_015697.1,NC_015701.1
GCF_000159455.2,NC_015697.1,NC_015698.1
GCF_000159535.2,NC_017342.1,NC_017345.1
GCF_000160335.2,NC_022113.1,NC_022126.1
GCF_000163055.2,NC_022124.1,NC_022111.1
GCF_000163915.2,NZ_CP007064.1,NZ_CP007066.1
GCF_000163915.2,NZ_CP007065.1,NZ_CP007066.1
GCF_000164885.1,NC_014625.1,NC_014621.1
GCF_000164885.1,NC_014625.1,NC_014626.1
GCF_000164985.3,NC_014622.2,NC_014628.2
GCF_000165505.1,NC_014632.1,NC_014633.1
GCF_000165505.1,NC_014632.1,NC_014634.1
GCF_000165815.1,NC_017445.1,NC_017442.1
GCF_000165815.1,NC_017445.1,NC_017446.1
GCF_000165815.1,NC_017445.1,NC_017443.1
GCF_000165815.1,NC_017445.1,NC_017447.1
GCF_000165815.1,NC_017445.1,NC_017444.1
GCF_000165835.1,NC_014640.1,NC_014641.1
GCF_000165835.1,NC_014640.1,NC_014642.1
GCF_000166115.1,NC_017310.1,NC_017311.1
GCF_000166295.1,NC_017506.1,NC_017508.1
GCF_000166295.1,NC_017506.1,NC_017507.1
GCF_000166635.1,NC_017418.1,NC_017401.1
GCF_000166635.1,NC_017418.1,NC_017424.1
GCF_000166635.1,NC_017418.1,NC_017423.1
GCF_000166635.1,NC_017418.1,NC_017400.1
GCF_000166635.1,NC_017418.1,NC_017398.1
GCF_000166635.1,NC_017418.1,NC_017422.1
GCF_000166635.1,NC_017418.1,NC_017402.1
GCF_000166635.1,NC_017418.1,NC_017399.1
GCF_000166635.1,NC_017418.1,NC_017417.1
GCF_000166635.1,NC_017418.1,NC_017420.1
GCF_000166635.1,NC_017418.1,NC_017419.1
GCF_000166635.1,NC_017418.1,NC_017416.1
GCF_000166635.1,NC_017418.1,NC_017415.1
GCF_000166635.1,NC_017418.1,NC_017414.1
GCF_000166635.1,NC_017418.1,NC_017421.1
GCF_000166635.1,NC_017418.1,NC_013130.1
GCF_000166655.1,NC_017403.1,NC_017395.1
GCF_000166655.1,NC_017403.1,NC_017394.1
GCF_000166655.1,NC_017403.1,NC_017428.1
GCF_000166655.1,NC_017403.1,NC_017393.1
GCF_000166655.1,NC_017403.1,NC_017396.1
GCF_000166655.1,NC_017403.1,NC_017427.1
GCF_000166655.1,NC_017403.1,NC_017425.1
GCF_000166655.1,NC_017403.1,NC_017426.1
GCF_000166655.1,NC_017403.1,NC_017397.1
GCF_000166655.1,NC_017403.1,NC_017410.1
GCF_000166655.1,NC_017403.1,NC_017409.1
GCF_000166655.1,NC_017403.1,NC_017404.1
GCF_000166655.1,NC_017403.1,NC_017405.1
GCF_000166655.1,NC_017403.1,NC_017407.1
GCF_000166655.1,NC_017403.1,NC_017406.1
GCF_000166655.1,NC_017403.1,NC_017408.1
GCF_000166655.1,NC_017403.1,NC_017412.1
GCF_000166655.1,NC_017403.1,NC_017411.1
GCF_000166655.1,NC_017403.1,NC_017413.1
GCF_000166655.1,NC_017403.1,NC_013129.1
GCF_000166695.1,NC_014721.1,NC_014719.1
GCF_000167875.2,NZ_CP035751.1,NZ_CP035754.1
GCF_000167875.2,NZ_CP035751.1,NZ_CP035756.1
GCF_000167875.2,NZ_CP035751.1,NZ_CP035753.1
GCF_000167875.2,NZ_CP035751.1,NZ_CP035752.1
GCF_000168875.3,NZ_CP018150.1,NC_010258.1
GCF_000172695.2,NZ_CP021124.1,NZ_CP021125.1
GCF_000172695.2,NZ_CP021124.1,NZ_CP021126.1
GCF_000172695.2,NZ_CP021124.1,NZ_CP021127.1
GCF_000172695.2,NZ_CP021124.1,NZ_CP021128.1
GCF_000172715.2,NZ_CP020896.1,NZ_CP020898.1
GCF_000172715.2,NZ_CP020896.1,NZ_CP020897.1
GCF_000172715.2,NZ_CP020896.1,NZ_CP020899.1
GCF_000172715.2,NZ_CP020896.1,NZ_CP020900.1
GCF_000172795.2,NZ_CP020947.1,NZ_CP020948.1
GCF_000172795.2,NZ_CP020947.1,NZ_CP020949.1
GCF_000172795.2,NZ_CP020947.1,NZ_CP020950.1
GCF_000172795.2,NZ_CP020947.1,NZ_CP020951.1
GCF_000172795.2,NZ_CP020947.1,NZ_CP020952.1
GCF_000174395.2,NC_017960.1,NC_017961.1
GCF_000174395.2,NC_017960.1,NC_017962.1
GCF_000174395.2,NC_017960.1,NC_017963.1
GCF_000174795.2,NC_014915.1,NC_014916.1
GCF_000175215.2,NC_014816.1,NC_014818.1
GCF_000175215.2,NC_014816.1,NC_014819.1
GCF_000175215.2,NC_014817.1,NC_014818.1
GCF_000175215.2,NC_014817.1,NC_014819.1
GCF_000175255.2,NC_017262.1,NC_017180.1
GCF_000175255.2,NC_017262.1,NC_017183.1
GCF_000175255.2,NC_017262.1,NC_017181.1
GCF_000175255.2,NC_017262.1,NC_017184.1
GCF_000175255.2,NC_017262.1,NC_017182.1
GCF_000175255.2,NC_017262.1,NC_017185.1
GCF_000175575.2,NZ_CP005986.1,NZ_CP005987.1
GCF_000175575.2,NZ_CP005986.1,NZ_CP005988.1
GCF_000175575.2,NZ_CP005986.1,NZ_CP005989.1
GCF_000175935.2,NC_014837.1,NC_014838.1
GCF_000175935.2,NC_014837.1,NC_014839.1
GCF_000175935.2,NC_014837.1,NC_014840.1
GCF_000175935.2,NC_014837.1,NC_014841.1
GCF_000175935.2,NC_014837.1,NC_014842.1
GCF_000176835.2,NC_021591.1,NC_021594.1
GCF_000177615.2,NC_015656.1,NC_015664.1
GCF_000177615.2,NC_015656.1,NC_015657.1
GCF_000178395.2,NC_015660.1,NC_015665.1
GCF_000178395.2,NC_015660.1,NC_015661.1
GCF_000178875.2,NC_016901.1,NC_016905.1
GCF_000178975.2,NC_015064.1,NC_015057.1
GCF_000178975.2,NC_015064.1,NC_015058.1
GCF_000178975.2,NC_015064.1,NC_015059.1
GCF_000178975.2,NC_015064.1,NC_015060.1
GCF_000178975.2,NC_015064.1,NC_015065.1
GCF_000179015.2,NC_014910.1,NC_014908.1
GCF_000179015.2,NC_014910.1,NC_014911.1
GCF_000179635.2,NC_014833.1,NC_014824.1
GCF_000179635.2,NC_014833.1,NC_014825.1
GCF_000179635.2,NC_014833.1,NC_014826.1
GCF_000179635.2,NC_014833.1,NC_014827.1
GCF_000182745.2,NC_016027.1,NC_016037.1
GCF_000182745.2,NC_016027.1,NC_016021.1
GCF_000182745.2,NC_016027.1,NC_016028.1
GCF_000182745.2,NC_016027.1,NC_016022.1
GCF_000182745.2,NC_016027.1,NC_016029.1
GCF_000182745.2,NC_016027.1,NC_016900.1
GCF_000182745.2,NC_016027.1,NC_016030.1
GCF_000182835.1,NC_014727.1,NC_014728.1
GCF_000183345.1,NC_017634.1,NC_017659.1
GCF_000183405.1,NC_014758.1,NC_014749.1
GCF_000183425.1,NC_014759.1,NC_014750.1
GCF_000183725.1,NC_014762.1,NC_014754.1
GCF_000183725.1,NC_014762.1,NC_014755.1
GCF_000183725.1,NC_014762.1,NC_014756.1
GCF_000183725.1,NC_014762.1,NC_014763.1
GCF_000183745.1,NC_014761.1,NC_014753.1
GCF_000184185.1,NC_017635.1,NC_017637.1
GCF_000184185.1,NC_017635.1,NC_017636.1
GCF_000184205.1,NC_017281.1,NC_017282.1
GCF_000184435.1,NC_014814.1,NC_014811.1
GCF_000184435.1,NC_014814.1,NC_014812.1
GCF_000185205.1,NC_017371.1,NC_017364.1
GCF_000185225.1,NC_017362.1,NC_017363.1
GCF_000185245.1,NC_017361.1,NC_017373.1
GCF_000185805.1,NC_014926.1,NC_014917.1
GCF_000185905.1,NC_014923.1,NC_014918.1
GCF_000186345.1,NC_014962.1,NC_014957.1
GCF_000186665.3,NC_020547.2,NC_020525.1
GCF_000186725.1,NC_017265.1,NC_017263.1
GCF_000186725.1,NC_017265.1,NC_017266.1
GCF_000186725.1,NC_017265.1,NC_017264.1
GCF_000187005.1,NC_014974.1,NC_014975.1
GCF_000187205.2,NC_017847.1,NC_017848.1
GCF_000187205.2,NC_017847.1,NC_020524.1
GCF_000187705.1,NC_015061.1,NC_015062.1
GCF_000187705.1,NC_015061.1,NC_015063.1
GCF_000188215.1,NC_017162.1,NC_017163.1
GCF_000188215.1,NC_017162.1,NC_017164.1
GCF_000188735.1,NC_016857.1,NC_016858.1
GCF_000188735.1,NC_016857.1,NC_017675.1
GCF_000188735.1,NC_016857.1,NC_016859.1
GCF_000189515.1,NC_017467.1,NC_017468.1
GCF_000189535.1,NC_015145.1,NC_015146.1
GCF_000189535.1,NC_015145.1,NC_015147.1
GCF_000190555.1,NC_015161.1,NC_015169.1
GCF_000190555.1,NC_015161.1,NC_015162.1
GCF_000190555.1,NC_015161.1,NC_015170.1
GCF_000190555.1,NC_015161.1,NC_015163.1
GCF_000190575.1,NC_015164.1,NC_015165.1
GCF_000190575.1,NC_015164.1,NC_015168.1
GCF_000190575.1,NC_015164.1,NC_015166.1
GCF_000191545.1,NC_015214.1,NC_015213.1
GCF_000191545.1,NC_015214.1,NC_015218.1
GCF_000191905.1,NC_017295.1,NC_017296.1
GCF_000191925.1,NC_015470.1,NC_015217.1
GCF_000192105.1,NC_015224.1,NC_015475.1
GCF_000192635.1,NC_015183.1,NC_015184.1
GCF_000192635.1,NC_015508.1,NC_015184.1
GCF_000192705.1,NC_017486.1,NC_017483.1
GCF_000192705.1,NC_017486.1,NC_017487.1
GCF_000192705.1,NC_017486.1,NC_017484.1
GCF_000192705.1,NC_017486.1,NC_017485.1
GCF_000192705.1,NC_017486.1,NC_017488.1
GCF_000192745.1,NC_015259.1,NC_015258.1
GCF_000193355.1,NC_017208.1,NC_017209.1
GCF_000193355.1,NC_017208.1,NC_017204.1
GCF_000193355.1,NC_017208.1,NC_017205.1
